match_id,season,start_date,venue,inning,ball,batting_team,bowling_team,batsman,non_striker,bowler,batsman_runs,extras,wides,noballs,byes,legbyes,penalty,dismissal_kind,player_dismissed,is_wkt,total_runs,over,is_dot,is_one,is_two,is_three,is_four,is_six,bowler_wkt,bat_fantasy_pts,ball_fantasy_pts,batting_style,bowling_style,ball_speed,line,length,shot,fielder_name
1432423,2024,10/3/2024,Sharjah Cricket Stadium,2,18.2,Sri Lanka,Pakistan,Nilakshi de Silva,Sachini Nisansala,Sadia Iqbal,0,0,0,0,0,0,0,caught,Nilakshi de Silva,1,0,19,1,0,0,0,0,0,1,0,25,Right-hand bat,slow left arm orthodox,,,,,Nashra Sundhu
1432423,2024,10/3/2024,Sharjah Cricket Stadium,2,18.3,Sri Lanka,Pakistan,Sugandika Kumari,Sachini Nisansala,Sadia Iqbal,0,0,0,0,0,0,0,lbw,Sugandika Kumari,1,0,19,1,0,0,0,0,0,1,-2,29,Left-hand bat,slow left arm orthodox,,,,,
1432423,2024,10/3/2024,Sharjah Cricket Stadium,2,18.4,Sri Lanka,Pakistan,Inoka Ranaweera,Ama Kanchana,Sadia Iqbal,0,0,0,0,0,0,0,,,0,0,19,1,0,0,0,0,0,0,0,0,Left-hand bat,slow left arm orthodox,,,,,
1432423,2024,10/3/2024,Sharjah Cricket Stadium,2,18.5,Sri Lanka,Pakistan,Inoshi Priyadharshini,Sachini Nisansala,Sadia Iqbal,1,0,0,0,0,0,0,,,0,1,19,0,1,0,0,0,0,0,1,0,Right-hand bat,slow left arm orthodox,,,,,
1432423,2024,10/3/2024,Sharjah Cricket Stadium,2,18.6,Sri Lanka,Pakistan,Sachini Nisansala,Inoshi Priyadharshini,Sadia Iqbal,1,0,0,0,0,0,0,,,0,1,19,0,1,0,0,0,0,0,1,6,Left-hand bat,slow left arm orthodox,,,,,
1432423,2024,10/3/2024,Sharjah Cricket Stadium,2,19.1,Sri Lanka,Pakistan,Sachini Nisansala,Inoshi Priyadharshini,Fatima Sana,0,0,0,0,0,0,0,,,0,0,20,1,0,0,0,0,0,0,0,0,Left-hand bat,right arm medium fast,,,,,
1432423,2024,10/3/2024,Sharjah Cricket Stadium,2,19.2,Sri Lanka,Pakistan,Sachini Nisansala,Inoshi Priyadharshini,Fatima Sana,0,0,0,0,0,0,0,caught,Sachini Nisansala,1,0,20,1,0,0,0,0,0,1,0,25,Left-hand bat,right arm medium fast,,,,,Muneeba Ali
1432423,2024,10/3/2024,Sharjah Cricket Stadium,2,19.3,Sri Lanka,Pakistan,Udeshika Prabodhani,Inoshi Priyadharshini,Fatima Sana,0,0,0,0,0,0,0,,,0,0,20,1,0,0,0,0,0,0,0,0,Right-hand bat,right arm medium fast,,,,,
1432423,2024,10/3/2024,Sharjah Cricket Stadium,2,19.4,Sri Lanka,Pakistan,Udeshika Prabodhani,Inoshi Priyadharshini,Fatima Sana,0,0,0,0,0,0,0,,,0,0,20,1,0,0,0,0,0,0,0,0,Right-hand bat,right arm medium fast,,,,,
1432423,2024,10/3/2024,Sharjah Cricket Stadium,2,19.5,Sri Lanka,Pakistan,Udeshika Prabodhani,Inoshi Priyadharshini,Fatima Sana,1,0,0,0,0,0,0,,,0,1,20,0,1,0,0,0,0,0,1,0,Right-hand bat,right arm medium fast,,,,,
1432423,2024,10/3/2024,Sharjah Cricket Stadium,2,19.6,Sri Lanka,Pakistan,Inoshi Priyadharshini,Udeshika Prabodhani,Fatima Sana,1,0,0,0,0,0,0,,,0,1,20,0,1,0,0,0,0,0,1,6,Right-hand bat,right arm medium fast,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,0.1,Bangladesh,Scotland,Shathi Rani,Murshida Khatun,Rachel Slater,0,0,0,0,0,0,0,,,0,0,1,1,0,0,0,0,0,0,0,0,Right-hand bat,left arm medium fast,,Outside Off Stump,Full,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,0.2,Bangladesh,Scotland,Shathi Rani,Murshida Khatun,Rachel Slater,0,0,0,0,0,0,0,,,0,0,1,1,0,0,0,0,0,0,0,0,Right-hand bat,left arm medium fast,,On Stumps,Full,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,0.3,Bangladesh,Scotland,Shathi Rani,Murshida Khatun,Rachel Slater,0,0,0,0,0,0,0,,,0,0,1,1,0,0,0,0,0,0,0,0,Right-hand bat,left arm medium fast,,,Good Length,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,0.4,Bangladesh,Scotland,Shathi Rani,Murshida Khatun,Rachel Slater,4,0,0,0,0,0,0,,,0,4,1,0,0,0,0,1,0,0,5,0,Right-hand bat,left arm medium fast,,Outside Off Stump,Short of Good Length,STEP_OUT_AND_LOFT,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,0.5,Bangladesh,Scotland,Shathi Rani,Murshida Khatun,Rachel Slater,1,0,0,0,0,0,0,,,0,1,1,0,1,0,0,0,0,0,1,0,Right-hand bat,left arm medium fast,,Outside Off Stump,Good Length,SLOG_SHOT,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,0.6,Bangladesh,Scotland,Murshida Khatun,Shathi Rani,Rachel Slater,0,0,0,0,0,0,0,,,0,0,1,1,0,0,0,0,0,0,0,0,Left-hand bat,left arm medium fast,,Outside Off Stump,Good Length,DEFENDED,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,1.1,Bangladesh,Scotland,Shathi Rani,Murshida Khatun,Kathryn Bryce,0,1,1,0,0,0,0,,,0,0,2,1,0,0,0,0,0,0,0,0,Right-hand bat,right arm medium fast,,Outside Off Stump,,MISSED,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,1.1,Bangladesh,Scotland,Shathi Rani,Murshida Khatun,Kathryn Bryce,0,0,0,0,0,0,0,,,0,0,2,1,0,0,0,0,0,0,0,0,Right-hand bat,right arm medium fast,,Outside Off Stump,Good Length,MISSED,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,1.2,Bangladesh,Scotland,Shathi Rani,Murshida Khatun,Kathryn Bryce,4,0,0,0,0,0,0,,,0,4,2,0,0,0,0,1,0,0,5,0,Right-hand bat,right arm medium fast,,Outside Leg Stump,Good Length,ON_DRIVE,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,1.3,Bangladesh,Scotland,Murshida Khatun,Shathi Rani,Kathryn Bryce,0,0,0,0,0,0,0,,,0,0,2,1,0,0,0,0,0,0,0,0,Left-hand bat,right arm medium fast,,On Stumps,Good Length,ON_DRIVE,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,1.4,Bangladesh,Scotland,Murshida Khatun,Shathi Rani,Kathryn Bryce,0,0,0,0,0,0,0,,,0,0,2,1,0,0,0,0,0,0,0,0,Left-hand bat,right arm medium fast,,On Stumps,Good Length,ON_DRIVE,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,1.5,Bangladesh,Scotland,Murshida Khatun,Shathi Rani,Kathryn Bryce,0,0,0,0,0,0,0,,,0,0,2,1,0,0,0,0,0,0,0,0,Left-hand bat,right arm medium fast,,On Stumps,Good Length,ON_DRIVE,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,1.6,Bangladesh,Scotland,Murshida Khatun,Shathi Rani,Kathryn Bryce,1,0,0,0,0,0,0,,,0,1,2,0,1,0,0,0,0,0,1,0,Left-hand bat,right arm medium fast,,On Stumps,Good Length,ON_DRIVE,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,2.1,Bangladesh,Scotland,Murshida Khatun,Shathi Rani,Rachel Slater,2,0,0,0,0,0,0,,,0,2,3,0,0,1,0,0,0,0,2,0,Left-hand bat,left arm medium fast,,Outside Leg Stump,Good Length,ON_DRIVE,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,2.2,Bangladesh,Scotland,Murshida Khatun,Shathi Rani,Rachel Slater,0,0,0,0,0,0,0,,,0,0,3,1,0,0,0,0,0,0,0,0,Left-hand bat,left arm medium fast,,On Stumps,Good Length,ON_DRIVE,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,2.3,Bangladesh,Scotland,Murshida Khatun,Shathi Rani,Rachel Slater,0,0,0,0,0,0,0,,,0,0,3,1,0,0,0,0,0,0,0,0,Left-hand bat,left arm medium fast,,Outside Off Stump,Good Length,MISSED,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,2.4,Bangladesh,Scotland,Murshida Khatun,Shathi Rani,Rachel Slater,4,0,0,0,0,0,0,,,0,4,3,0,0,0,0,1,0,0,5,0,Left-hand bat,left arm medium fast,,Outside Off Stump,Short of Good Length,CUT_SHOT,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,2.5,Bangladesh,Scotland,Murshida Khatun,Shathi Rani,Rachel Slater,0,0,0,0,0,0,0,,,0,0,3,1,0,0,0,0,0,0,0,0,Left-hand bat,left arm medium fast,,Outside Off Stump,Short of Good Length,CUT_SHOT,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,2.6,Bangladesh,Scotland,Murshida Khatun,Shathi Rani,Rachel Slater,2,0,0,0,0,0,0,,,0,2,3,0,0,1,0,0,0,0,2,2,Left-hand bat,left arm medium fast,,Outside Off Stump,Short of Good Length,ON_DRIVE,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,3.1,Bangladesh,Scotland,Shathi Rani,Murshida Khatun,Olivia Bell,0,0,0,0,0,0,0,,,0,0,4,1,0,0,0,0,0,0,0,0,Right-hand bat,right arm offbreak,,,,CUT_SHOT,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,3.2,Bangladesh,Scotland,Shathi Rani,Murshida Khatun,Olivia Bell,1,0,0,0,0,0,0,,,0,1,4,0,1,0,0,0,0,0,1,0,Right-hand bat,right arm offbreak,,Outside Off Stump,Short of Good Length,LATE_CUT,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,3.3,Bangladesh,Scotland,Murshida Khatun,Shathi Rani,Olivia Bell,1,0,0,0,0,0,0,,,0,1,4,0,1,0,0,0,0,0,1,0,Left-hand bat,right arm offbreak,,Outside Off Stump,Short of Good Length,PUSH,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,3.4,Bangladesh,Scotland,Shathi Rani,Murshida Khatun,Olivia Bell,1,0,0,0,0,0,0,,,0,1,4,0,1,0,0,0,0,0,1,0,Right-hand bat,right arm offbreak,,Outside Off Stump,Short of Good Length,PUSH,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,3.5,Bangladesh,Scotland,Murshida Khatun,Shathi Rani,Olivia Bell,2,0,0,0,0,0,0,,,0,2,4,0,0,1,0,0,0,0,2,0,Left-hand bat,right arm offbreak,,On Stumps,Good Length,PUSH,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,3.6,Bangladesh,Scotland,Murshida Khatun,Shathi Rani,Olivia Bell,0,0,0,0,0,0,0,,,0,0,4,1,0,0,0,0,0,0,0,0,Left-hand bat,right arm offbreak,,On Stumps,Good Length,SWEEP,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,4.1,Bangladesh,Scotland,Shathi Rani,Taj Nehar,Kathryn Bryce,0,0,0,0,0,0,0,,,0,0,5,1,0,0,0,0,0,0,0,0,Right-hand bat,right arm medium fast,,Outside Off Stump,Good Length,ON_DRIVE,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,4.2,Bangladesh,Scotland,Shathi Rani,Murshida Khatun,Kathryn Bryce,1,0,0,0,0,0,0,,,0,1,5,0,1,0,0,0,0,0,1,0,Right-hand bat,right arm medium fast,,Outside Off Stump,Good Length,ON_DRIVE,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,4.3,Bangladesh,Scotland,Murshida Khatun,Shathi Rani,Kathryn Bryce,1,0,0,0,0,0,0,caught,Murshida Khatun,1,1,5,0,1,0,0,0,0,1,1,25,Left-hand bat,right arm medium fast,,Outside Off Stump,Good Length,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,4.4,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Kathryn Bryce,0,0,0,0,0,0,0,,,0,0,5,1,0,0,0,0,0,0,0,0,Right-hand bat,right arm medium fast,,Outside Off Stump,Good Length,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,4.5,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Kathryn Bryce,0,0,0,0,0,0,0,,,0,0,5,1,0,0,0,0,0,0,0,0,Right-hand bat,right arm medium fast,,On Stumps,Good Length,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,4.6,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Kathryn Bryce,0,0,0,0,0,0,0,,,0,0,5,1,0,0,0,0,0,0,0,0,Right-hand bat,right arm medium fast,,On Stumps,Good Length,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,5.1,Bangladesh,Scotland,Shathi Rani,Sobhana Mostary,Olivia Bell,1,0,0,0,0,0,0,,,0,1,6,0,1,0,0,0,0,0,1,0,Right-hand bat,right arm offbreak,,On Stumps,,PULL,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,5.2,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Olivia Bell,2,0,0,0,0,0,0,,,0,2,6,0,0,1,0,0,0,0,2,0,Right-hand bat,right arm offbreak,,Outside Off Stump,Short of Good Length,CUT_SHOT,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,5.3,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Olivia Bell,0,0,0,0,0,0,0,,,0,0,6,1,0,0,0,0,0,0,0,0,Right-hand bat,right arm offbreak,,Outside Off Stump,Short of Good Length,DAB,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,5.4,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Olivia Bell,4,0,0,0,0,0,0,,,0,4,6,0,0,0,0,1,0,0,5,0,Right-hand bat,right arm offbreak,,On Stumps,Full,STEP_OUT_AND_LOFT,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,5.5,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Olivia Bell,0,0,0,0,0,0,0,,,0,0,6,1,0,0,0,0,0,0,0,0,Right-hand bat,right arm offbreak,,On Stumps,Short of Good Length,BACK_DEFENCE,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,5.6,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Olivia Bell,2,0,0,0,0,0,0,,,0,2,6,0,0,1,0,0,0,0,2,0,Right-hand bat,right arm offbreak,,Outside Off Stump,Short of Good Length,BACK_DEFENCE,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,6.1,Bangladesh,Scotland,Shathi Rani,Sobhana Mostary,Abtaha Maqsood,0,0,0,0,0,0,0,,,0,0,7,1,0,0,0,0,0,0,0,0,Right-hand bat,legbreak,,On Stumps,Full Toss,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,6.2,Bangladesh,Scotland,Shathi Rani,Sobhana Mostary,Abtaha Maqsood,1,0,0,0,0,0,0,,,0,1,7,0,1,0,0,0,0,0,1,0,Right-hand bat,legbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,6.3,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Abtaha Maqsood,1,0,0,0,0,0,0,,,0,1,7,0,1,0,0,0,0,0,1,0,Right-hand bat,legbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,6.4,Bangladesh,Scotland,Shathi Rani,Taj Nehar,Abtaha Maqsood,0,0,0,0,0,0,0,,,0,0,7,1,0,0,0,0,0,0,0,0,Right-hand bat,legbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,6.5,Bangladesh,Scotland,Shathi Rani,Taj Nehar,Abtaha Maqsood,0,0,0,0,0,0,0,,,0,0,7,1,0,0,0,0,0,0,0,0,Right-hand bat,legbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,6.6,Bangladesh,Scotland,Shathi Rani,Taj Nehar,Abtaha Maqsood,1,0,0,0,0,0,0,,,0,1,7,0,1,0,0,0,0,0,1,0,Right-hand bat,legbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,7.1,Bangladesh,Scotland,Shathi Rani,Sobhana Mostary,Katherine Fraser,1,0,0,0,0,0,0,,,0,1,8,0,1,0,0,0,0,0,1,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,7.2,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Katherine Fraser,0,0,0,0,0,0,0,,,0,0,8,1,0,0,0,0,0,0,0,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,7.3,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Katherine Fraser,1,0,0,0,0,0,0,,,0,1,8,0,1,0,0,0,0,0,1,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,7.4,Bangladesh,Scotland,Shathi Rani,Sobhana Mostary,Katherine Fraser,1,0,0,0,0,0,0,,,0,1,8,0,1,0,0,0,0,0,1,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,7.5,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Katherine Fraser,0,0,0,0,0,0,0,,,0,0,8,1,0,0,0,0,0,0,0,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,7.6,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Katherine Fraser,1,0,0,0,0,0,0,,,0,1,8,0,1,0,0,0,0,0,1,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,8.1,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Abtaha Maqsood,1,0,0,0,0,0,0,,,0,1,9,0,1,0,0,0,0,0,1,0,Right-hand bat,legbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,8.2,Bangladesh,Scotland,Shathi Rani,Sobhana Mostary,Abtaha Maqsood,0,0,0,0,0,0,0,,,0,0,9,1,0,0,0,0,0,0,0,0,Right-hand bat,legbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,8.3,Bangladesh,Scotland,Shathi Rani,Sobhana Mostary,Abtaha Maqsood,1,0,0,0,0,0,0,,,0,1,9,0,1,0,0,0,0,0,1,0,Right-hand bat,legbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,8.4,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Abtaha Maqsood,4,0,0,0,0,0,0,,,0,4,9,0,0,0,0,1,0,0,5,0,Right-hand bat,legbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,8.5,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Abtaha Maqsood,1,0,0,0,0,0,0,,,0,1,9,0,1,0,0,0,0,0,1,0,Right-hand bat,legbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,8.6,Bangladesh,Scotland,Shathi Rani,Sobhana Mostary,Abtaha Maqsood,0,0,0,0,0,0,0,,,0,0,9,1,0,0,0,0,0,0,0,0,Right-hand bat,legbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,9.1,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Katherine Fraser,1,0,0,0,0,0,0,,,0,1,10,0,1,0,0,0,0,0,1,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,9.2,Bangladesh,Scotland,Shathi Rani,Sobhana Mostary,Katherine Fraser,1,0,0,0,0,0,0,,,0,1,10,0,1,0,0,0,0,0,1,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,9.3,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Katherine Fraser,0,0,0,0,0,0,0,,,0,0,10,1,0,0,0,0,0,0,0,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,9.4,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Katherine Fraser,1,0,0,0,0,0,0,,,0,1,10,0,1,0,0,0,0,0,1,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,9.5,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Katherine Fraser,1,0,0,0,0,0,0,,,0,1,10,0,1,0,0,0,0,0,1,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,9.6,Bangladesh,Scotland,Shathi Rani,Sobhana Mostary,Katherine Fraser,1,0,0,0,0,0,0,,,0,1,10,0,1,0,0,0,0,0,1,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,10.1,Bangladesh,Scotland,Shathi Rani,Sobhana Mostary,Abtaha Maqsood,1,0,0,0,0,0,0,,,0,1,11,0,1,0,0,0,0,0,1,0,Right-hand bat,legbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,10.2,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Abtaha Maqsood,0,0,0,0,0,0,0,,,0,0,11,1,0,0,0,0,0,0,0,0,Right-hand bat,legbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,10.3,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Abtaha Maqsood,1,0,0,0,0,0,0,,,0,1,11,0,1,0,0,0,0,0,1,0,Right-hand bat,legbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,10.4,Bangladesh,Scotland,Shathi Rani,Sobhana Mostary,Abtaha Maqsood,1,0,0,0,0,0,0,,,0,1,11,0,1,0,0,0,0,0,1,0,Right-hand bat,legbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,10.5,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Abtaha Maqsood,1,0,0,0,0,0,0,,,0,1,11,0,1,0,0,0,0,0,1,0,Right-hand bat,legbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,10.6,Bangladesh,Scotland,Shathi Rani,Taj Nehar,Abtaha Maqsood,1,0,0,0,0,0,0,,,0,1,11,0,1,0,0,0,0,0,1,0,Right-hand bat,legbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,11.1,Bangladesh,Scotland,Shathi Rani,Sobhana Mostary,Katherine Fraser,4,0,0,0,0,0,0,,,0,4,12,0,0,0,0,1,0,0,5,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,11.2,Bangladesh,Scotland,Shathi Rani,Sobhana Mostary,Katherine Fraser,1,0,0,0,0,0,0,,,0,1,12,0,1,0,0,0,0,0,1,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,11.3,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Katherine Fraser,2,0,0,0,0,0,0,,,0,2,12,0,0,1,0,0,0,0,2,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,11.4,Bangladesh,Scotland,Sobhana Mostary,Shathi Rani,Katherine Fraser,1,0,0,0,0,0,0,,,0,1,12,0,1,0,0,0,0,0,1,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,11.5,Bangladesh,Scotland,Shathi Rani,Sobhana Mostary,Katherine Fraser,1,0,0,0,0,0,0,caught,Shathi Rani,1,1,12,0,1,0,0,0,0,1,1,25,Right-hand bat,right arm offbreak,,,,,Saskia Horley
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,11.6,Bangladesh,Scotland,Taj Nehar,Sobhana Mostary,Katherine Fraser,0,0,0,0,0,0,0,,,0,0,12,1,0,0,0,0,0,0,0,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,12.1,Bangladesh,Scotland,Sobhana Mostary,Taj Nehar,Olivia Bell,0,1,1,0,0,0,0,,,0,1,13,0,0,0,0,0,0,0,0,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,12.1,Bangladesh,Scotland,Sobhana Mostary,Taj Nehar,Olivia Bell,0,0,0,0,0,0,0,,,0,0,13,1,0,0,0,0,0,0,0,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,12.2,Bangladesh,Scotland,Sobhana Mostary,Taj Nehar,Olivia Bell,0,0,0,0,0,0,0,,,0,0,13,1,0,0,0,0,0,0,0,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,12.3,Bangladesh,Scotland,Sobhana Mostary,Taj Nehar,Olivia Bell,0,0,0,0,0,0,0,run out,Taj Nehar,1,0,13,1,0,0,0,0,0,0,0,0,Right-hand bat,right arm offbreak,,,,,Abtaha Maqsood
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,12.4,Bangladesh,Scotland,Sobhana Mostary,Nigar Sultana Joty,Olivia Bell,1,0,0,0,0,0,0,,,0,1,13,0,1,0,0,0,0,0,1,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,12.5,Bangladesh,Scotland,Nigar Sultana Joty,Sobhana Mostary,Olivia Bell,1,0,0,0,0,0,0,,,0,1,13,0,1,0,0,0,0,0,1,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,12.6,Bangladesh,Scotland,Sobhana Mostary,Nigar Sultana Joty,Olivia Bell,1,0,0,0,0,0,0,,,0,1,13,0,1,0,0,0,0,0,1,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,13.1,Bangladesh,Scotland,Sobhana Mostary,Nigar Sultana Joty,Katherine Fraser,1,0,0,0,0,0,0,,,0,1,14,0,1,0,0,0,0,0,1,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,13.2,Bangladesh,Scotland,Nigar Sultana Joty,Sobhana Mostary,Katherine Fraser,0,0,0,0,0,0,0,,,0,0,14,1,0,0,0,0,0,0,0,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,13.3,Bangladesh,Scotland,Nigar Sultana Joty,Sobhana Mostary,Katherine Fraser,1,0,0,0,0,0,0,,,0,1,14,0,1,0,0,0,0,0,1,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,13.4,Bangladesh,Scotland,Sobhana Mostary,Nigar Sultana Joty,Katherine Fraser,1,0,0,0,0,0,0,,,0,1,14,0,1,0,0,0,0,0,1,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,13.5,Bangladesh,Scotland,Nigar Sultana Joty,Sobhana Mostary,Katherine Fraser,1,0,0,0,0,0,0,,,0,1,14,0,1,0,0,0,0,0,1,0,Right-hand bat,right arm offbreak,,,,,
1432422,2024,10/3/2024,Sharjah Cricket Stadium,1,13.6,Bangladesh,Scotland,Sobhana Mostary,Nigar Sultana Joty,Katherine Fraser,1,0,0,0,0,0,0,,,0,1,14,0,1,0,0,0,0,0,5,4,Right-hand bat,right arm offbreak,,,,,
